2023-12-19 17:12:127 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 17:12:160 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (4f6415fd7a19e28a5e3e5eeb85b87165)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 17:12:218 INFO  AddUserPage :99 - Clicking on Checkbox: Proxy element for: DefaultElementLocator 'By.xpath: //body/div[@id='app']/div[1]/div[2]/div[2]/div[1]/div[2]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/span[1]/i[1]'
2023-12-19 17:12:645 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 17:12:969 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 17:12:71 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //button[@type='submit']]
2023-12-19 17:12:95 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 17:12:262 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 17:12:303 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 17:12:876 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 17:12:509 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 17:12:620 INFO  AddUserPage :121 - Clicking on search button: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //div[@class='oxd-table-filter-area']/form[1]/div[2]/button[2]]
2023-12-19 17:12:867 INFO  AddUserPage :126 - Verifying No Record Found: [[ChromeDriver: chrome on windows (ae65e23d96fc385ed774c494ee53f665)] -> xpath: //div[@class='orangehrm-horizontal-padding orangehrm-vertical-padding']]
2023-12-19 18:12:952 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:319 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:422 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (64d937a4953d705fb46bd67954f43162)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:556 INFO  LoginPage :64 - Verifying Login: [[ChromeDriver: chrome on windows (64d937a4953d705fb46bd67954f43162)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-12-19 18:12:348 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:658 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:795 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (a80e1138966bd8b56bd98375832ffe0c)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:835 INFO  DashboardPage :32 - Verifying Orange HRM Logo: [[ChromeDriver: chrome on windows (a80e1138966bd8b56bd98375832ffe0c)] -> xpath: //img[@alt='client brand banner']]
2023-12-19 18:12:125 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:418 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:527 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (43bdafef87ee79a36448c635b52edbd0)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:636 INFO  HomePage :44 - Clicking on user profile logo: [[ChromeDriver: chrome on windows (43bdafef87ee79a36448c635b52edbd0)] -> xpath: //p[@class='oxd-userdropdown-name']]
2023-12-19 18:12:195 INFO  HomePage :50 - Clicking on Log Out: [[ChromeDriver: chrome on windows (43bdafef87ee79a36448c635b52edbd0)] -> xpath: //a[normalize-space()='Logout']]
2023-12-19 18:12:425 INFO  LoginPage :37 - Verifying Login Text: [[ChromeDriver: chrome on windows (43bdafef87ee79a36448c635b52edbd0)] -> xpath: //h5[normalize-space()='Login']]
2023-12-19 18:12:743 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:44 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:149 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:156 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 18:12:330 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 18:12:361 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 18:12:893 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 18:12:476 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 18:12:126 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 18:12:752 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 18:12:385 INFO  ViewSystemUsersPage :106 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 18:12:487 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 18:12:540 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 18:12:617 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (7bf5a842f9e3e3a9cb33ba3f9f5055be)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 18:12:951 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:238 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:347 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:408 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 18:12:620 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 18:12:662 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 18:12:230 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 18:12:871 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 18:12:970 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 18:12:208 INFO  AddUserPage :94 - Verifying Result Text: [[ChromeDriver: chrome on windows (f9d5ae96a4eeb22656ec46f76d8509cd)] -> xpath: //div[@class='orangehrm-paper-container']/div[2]/div[1]/span[1]]
2023-12-19 18:12:494 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:773 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:888 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:915 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 18:12:203 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 18:12:230 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 18:12:776 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 18:12:333 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 18:12:947 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 18:12:575 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 18:12:140 INFO  ViewSystemUsersPage :114 - Selecting Status Enable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Enabled')]'
2023-12-19 18:12:245 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 18:12:316 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 18:12:374 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 18:12:681 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 18:12:285 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 18:12:881 INFO  AddUserPage :82 - Selecting Status Disable: [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //div[contains(text(),'Enabled')]]
2023-12-19 18:12:961 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (d75112f257411301ec42d8daf6528188)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 18:12:45 INFO  AddUserPage :99 - Clicking on Checkbox: Proxy element for: DefaultElementLocator 'By.xpath: //body/div[@id='app']/div[1]/div[2]/div[2]/div[1]/div[2]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/span[1]/i[1]'
2023-12-19 18:12:588 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 18:12:864 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 18:12:972 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //button[@type='submit']]
2023-12-19 18:12:38 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 18:12:376 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 18:12:410 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 18:12:989 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 18:12:591 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 18:12:701 INFO  AddUserPage :121 - Clicking on search button: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //div[@class='oxd-table-filter-area']/form[1]/div[2]/button[2]]
2023-12-19 18:12:126 INFO  AddUserPage :126 - Verifying No Record Found: [[ChromeDriver: chrome on windows (135047e13798ecf5d8c430f8a89f33aa)] -> xpath: //div[@class='orangehrm-horizontal-padding orangehrm-vertical-padding']]
2023-12-19 21:12:150 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:669 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:895 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (382f1904116d331820a51569a6e9d988)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:188 INFO  LoginPage :64 - Verifying Login: [[ChromeDriver: chrome on windows (382f1904116d331820a51569a6e9d988)] -> xpath: //h6[normalize-space()='Dashboard']]
2023-12-19 21:12:579 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:191 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:441 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (9e3d8225ba81ce701369df0ff59fca80)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:694 INFO  DashboardPage :32 - Verifying Orange HRM Logo: [[ChromeDriver: chrome on windows (9e3d8225ba81ce701369df0ff59fca80)] -> xpath: //img[@alt='client brand banner']]
2023-12-19 21:12:163 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:783 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:48 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (164f5a2b24dbdbb9a7bcd0cc27dfa244)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:371 INFO  HomePage :44 - Clicking on user profile logo: [[ChromeDriver: chrome on windows (164f5a2b24dbdbb9a7bcd0cc27dfa244)] -> xpath: //p[@class='oxd-userdropdown-name']]
2023-12-19 21:12:162 INFO  HomePage :50 - Clicking on Log Out: [[ChromeDriver: chrome on windows (164f5a2b24dbdbb9a7bcd0cc27dfa244)] -> xpath: //a[normalize-space()='Logout']]
2023-12-19 21:12:530 INFO  LoginPage :37 - Verifying Login Text: [[ChromeDriver: chrome on windows (164f5a2b24dbdbb9a7bcd0cc27dfa244)] -> xpath: //h5[normalize-space()='Login']]
2023-12-19 21:12:50 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 21:12:633 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 21:12:856 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (67150dccd3c51f878f00f490a6f51dcd)] -> xpath: //button[@type='submit']]
2023-12-19 21:12:154 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (67150dccd3c51f878f00f490a6f51dcd)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
